run_id,created_at,finished_at,status,source,arch,dataset,device,N,time,encoder,poisson_rate_scale,poisson_deterministic,encoder_rate_boost,c1_out,c2_out,c3_out,wta_enable,ei_enable,homeo_enable,adapt_thresh_enable,greedy_enable,greedy_n1,greedy_n2,first_spike_only,spikes_per_sample,energy_proxy_per_sample,assigned_neurons,total_neurons,neurons_per_class_min,neurons_per_class_max,neurons_per_class_mean,neurons_per_class_cv,best_readout_name,best_readout_acc,run_dir
20260429T182004Z_ac3ac6a37515,2026-04-29T18:20:04Z,2026-04-29T22:01:34Z,ok,runs_csnn/registry.jsonl,csnn,fashion,cuda,30000,100,poisson,0.006,True,,,,,,1,1,1,,,,,7201.423733333333,7201.423733333333,336,18432,,,,,counts_zscore+Linear,0.7316,runs_csnn/20260429T182004Z_ac3ac6a37515
20260430T035837Z_99a8a076553b,2026-04-30T03:58:37Z,2026-04-30T04:41:42Z,ok,runs_csnn/registry.jsonl,csnn,fashion,cuda,5000,100,poisson,0.004,True,,,,,,1,1,1,,,,,6241.5802,6241.5802,351,18432,,,,,counts_zscore+Linear,0.7284,runs_csnn/20260430T035837Z_99a8a076553b
20260430T044147Z_7780243a3c9c,2026-04-30T04:41:47Z,2026-04-30T05:26:20Z,ok,runs_csnn/registry.jsonl,csnn,fashion,cuda,5000,100,poisson,0.005,True,,,,,,1,1,1,,,,,6548.7196,6548.7196,349,18432,,,,,counts_zscore+Linear,0.7318,runs_csnn/20260430T044147Z_7780243a3c9c
20260430T052625Z_2e3af2ac48fe,2026-04-30T05:26:25Z,2026-04-30T06:12:15Z,ok,runs_csnn/registry.jsonl,csnn,fashion,cuda,5000,100,poisson,0.006,True,,,,,,1,1,1,,,,,7255.1454,7255.1454,324,18432,,,,,counts_zscore+Linear,0.7356,runs_csnn/20260430T052625Z_2e3af2ac48fe
20260430T061220Z_38a6b1f6d34d,2026-04-30T06:12:20Z,2026-04-30T06:56:48Z,ok,runs_csnn/registry.jsonl,csnn,fashion,cuda,5000,100,poisson,0.007,True,,,,,,1,1,1,,,,,7853.5398,7853.5398,320,18432,,,,,counts_zscore+Linear,0.7356,runs_csnn/20260430T061220Z_38a6b1f6d34d
20260430T065653Z_577281631a58,2026-04-30T06:56:53Z,2026-04-30T07:41:33Z,ok,runs_csnn/registry.jsonl,csnn,fashion,cuda,5000,100,poisson,0.008,True,,,,,,1,1,1,,,,,8137.4404,8137.4404,306,18432,,,,,counts_zscore+Linear,0.7372,runs_csnn/20260430T065653Z_577281631a58
20260430T082837Z_0da35d673503,2026-04-30T08:28:37Z,2026-04-30T09:04:01Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,,,,,,1,1,1,,,,,,,,,,,,,,,runs_csnn/20260430T082837Z_0da35d673503
20260430T092612Z_0da35d673503,2026-04-30T09:26:12Z,2026-04-30T10:08:32Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,,,,,,1,1,1,,,,,,,,,,,,,,,runs_csnn/20260430T092612Z_0da35d673503
20260430T102311Z_0da35d673503,2026-04-30T10:23:11Z,2026-04-30T11:04:37Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,,,,,,1,1,1,,,,,,,,,,,,,,,runs_csnn/20260430T102311Z_0da35d673503
20260430T113917Z_0da35d673503,2026-04-30T11:39:17Z,2026-04-30T12:22:07Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,,,,,,1,1,1,,,,,,,,,,,,,,,runs_csnn/20260430T113917Z_0da35d673503
20260430T132934Z_0da35d673503,2026-04-30T13:29:34Z,2026-04-30T14:13:46Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,,,,,,1,1,1,,,,,,,,,,,,,,,runs_csnn/20260430T132934Z_0da35d673503
20260430T141511Z_0da35d673503,2026-04-30T14:15:11Z,2026-04-30T15:00:17Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,,,,,,1,1,1,,,,,8577.3596,8577.3596,195,18432,,,,,counts_zscore+Linear,0.1215,runs_csnn/20260430T141511Z_0da35d673503
20260430T150343Z_457a941b4834,2026-04-30T15:03:43Z,2026-04-30T16:24:35Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,10000,100,poisson,0.008,True,,,,,,1,1,1,,,,,8364.8246,8364.8246,190,18432,,,,,counts_zscore+Linear,0.1045,runs_csnn/20260430T150343Z_457a941b4834
20260430T170501Z_1037a78d15d3,2026-04-30T17:05:01Z,2026-04-30T17:05:32Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,50,30,poisson,0.008,True,,16,,,,1,1,1,,,,,6382.98,6382.98,64,12544,,,,,counts_zscore+Linear,0.08,runs_csnn/20260430T170501Z_1037a78d15d3
20260430T172421Z_50869cba8dda,2026-04-30T17:24:21Z,2026-04-30T18:10:15Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,,32,,,,1,1,1,,,,,9526.9586,9526.9586,326,25088,,,,,counts_zscore+Linear,0.123,runs_csnn/20260430T172421Z_50869cba8dda
20260430T183717Z_4674bbbd93f4,2026-04-30T18:37:17Z,2026-04-30T18:54:06Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.006,True,,32,,,,1,1,1,,,,,8191.9845,8191.9845,147,25088,,,,,counts_zscore+Linear,0.113,runs_csnn/20260430T183717Z_4674bbbd93f4
20260430T185411Z_5af0745aad7c,2026-04-30T18:54:11Z,2026-04-30T19:11:19Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.006,True,,32,,,,1,1,1,,,,,8191.8315,8191.8315,146,25088,,,,,counts_zscore+Linear,0.114,runs_csnn/20260430T185411Z_5af0745aad7c
20260430T191124Z_6413c285b9d0,2026-04-30T19:11:24Z,2026-04-30T19:28:42Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.006,True,,32,,,,1,1,1,,,,,8191.9505,8191.9505,147,25088,,,,,counts_zscore+Linear,0.113,runs_csnn/20260430T191124Z_6413c285b9d0
20260430T192847Z_cb0d23384142,2026-04-30T19:28:47Z,2026-04-30T19:46:03Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.008,True,,32,,,,1,1,1,,,,,9713.1235,9713.1235,146,25088,,,,,counts_zscore+Linear,0.101,runs_csnn/20260430T192847Z_cb0d23384142
20260430T194608Z_c6b4c1d4bac2,2026-04-30T19:46:08Z,2026-04-30T20:03:19Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.008,True,,32,,,,1,1,1,,,,,9713.1835,9713.1835,145,25088,,,,,counts_zscore+Linear,0.099,runs_csnn/20260430T194608Z_c6b4c1d4bac2
20260430T200324Z_f2e7159f915d,2026-04-30T20:03:24Z,2026-04-30T20:20:30Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.008,True,,32,,,,1,1,1,,,,,9713.097,9713.097,145,25088,,,,,counts_zscore+Linear,0.099,runs_csnn/20260430T200324Z_f2e7159f915d
20260430T202035Z_c0fcec84e1f3,2026-04-30T20:20:35Z,2026-04-30T20:37:38Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.01,True,,32,,,,1,1,1,,,,,11275.6095,11275.6095,126,25088,,,,,counts_zscore+Linear,0.095,runs_csnn/20260430T202035Z_c0fcec84e1f3
20260430T203743Z_9dccdb3039a1,2026-04-30T20:37:43Z,2026-04-30T20:54:44Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.01,True,,32,,,,1,1,1,,,,,11275.6125,11275.6125,126,25088,,,,,counts_zscore+Linear,0.096,runs_csnn/20260430T203743Z_9dccdb3039a1
20260430T205449Z_001fe0418c6a,2026-04-30T20:54:49Z,2026-04-30T21:11:58Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.01,True,,32,,,,1,1,1,,,,,11275.603,11275.603,125,25088,,,,,counts_zscore+Linear,0.096,runs_csnn/20260430T205449Z_001fe0418c6a
20260430T211203Z_de32a5cf773a,2026-04-30T21:12:03Z,2026-04-30T21:29:10Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.012,True,,32,,,,1,1,1,,,,,12667.393,12667.393,109,25088,,,,,counts_zscore+Linear,0.097,runs_csnn/20260430T211203Z_de32a5cf773a
20260430T212915Z_2aca1251dcb0,2026-04-30T21:29:15Z,2026-04-30T21:46:10Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.012,True,,32,,,,1,1,1,,,,,12667.44,12667.44,109,25088,,,,,counts_zscore+Linear,0.096,runs_csnn/20260430T212915Z_2aca1251dcb0
20260430T214615Z_2eb4c12d1e4c,2026-04-30T21:46:15Z,2026-04-30T22:03:18Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.012,True,,32,,,,1,1,1,,,,,12667.3935,12667.3935,110,25088,,,,,counts_zscore+Linear,0.096,runs_csnn/20260430T214615Z_2eb4c12d1e4c
20260501T044414Z_e34dda80baa3,2026-05-01T04:44:14Z,2026-05-01T06:06:25Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,10000,100,poisson,0.006,True,3.0,32,,,,1,1,1,,,,,8353.8698,8353.8698,76,25088,,,,,counts_zscore+Linear,0.125,runs_csnn/20260501T044414Z_e34dda80baa3
20260501T060630Z_cb1e9b87b4c5,2026-05-01T06:06:30Z,2026-05-01T07:31:10Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,10000,100,poisson,0.006,True,5.0,32,,,,1,1,1,,,,,8353.8894,8353.8894,47,25088,,,,,counts_zscore+Linear,0.0835,runs_csnn/20260501T060630Z_cb1e9b87b4c5
20260501T085357Z_747e1b5e25d7,2026-05-01T08:53:57Z,2026-05-01T09:42:16Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,,,0,1,1,1,,,,,11796.199,11796.199,392,32768,,,,,counts_zscore+Linear,0.172,runs_csnn/20260501T085357Z_747e1b5e25d7
20260501T094221Z_6ad14ae06bd4,2026-05-01T09:42:21Z,2026-05-01T10:13:01Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,,,1,0,1,1,,,,,12081.5534,12081.5534,988,32768,,,,,counts_zscore+Linear,0.165,runs_csnn/20260501T094221Z_6ad14ae06bd4
20260501T102657Z_5705bc184107,2026-05-01T10:26:57Z,2026-05-01T11:50:10Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,10000,100,poisson,0.008,True,1.0,32,,,,1,1,1,,,,,11352.8034,11352.8034,398,32768,,,,,counts_zscore+Linear,0.1725,runs_csnn/20260501T102657Z_5705bc184107
20260501T121527Z_2d084c83e12f,2026-05-01T12:15:27Z,2026-05-01T13:08:22Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,,,0,1,1,1,,,,,11796.0924,11796.0924,392,32768,,,,,counts_zscore+Linear,0.171,runs_csnn/20260501T121527Z_2d084c83e12f
20260501T130827Z_747e1b5e25d7,2026-05-01T13:08:27Z,2026-05-01T13:56:17Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,,,0,1,1,1,,,,,11796.089,11796.089,391,32768,,,,,counts_zscore+Linear,0.173,runs_csnn/20260501T130827Z_747e1b5e25d7
20260501T135622Z_990fb177c979,2026-05-01T13:56:22Z,2026-05-01T14:44:17Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,,,0,1,1,1,,,,,11796.1314,11796.1314,392,32768,,,,,counts_zscore+Linear,0.1715,runs_csnn/20260501T135622Z_990fb177c979
20260501T144835Z_91ccc96a8c54,2026-05-01T14:48:35Z,2026-05-01T15:39:01Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,64,,,0,1,1,1,,,,,23384.2874,23384.2874,392,65536,,,,,counts_zscore+Linear,0.159,runs_csnn/20260501T144835Z_91ccc96a8c54
20260501T162706Z_358915b06a96,2026-05-01T16:27:06Z,2026-05-01T16:34:35Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,0,0,1,1,2500,,,,,,,,,,,,,runs_csnn/20260501T162706Z_358915b06a96
20260501T163648Z_358915b06a96,2026-05-01T16:36:48Z,2026-05-01T17:23:57Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,0,0,1,1,2500,,,44635.3628,44635.3628,640,16384,,,,,counts_zscore+Linear,0.1965,runs_csnn/20260501T163648Z_358915b06a96
20260502T070527Z_358915b06a96,2026-05-02T07:05:27Z,2026-05-02T07:59:43Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,0,0,1,1,2500,,,,,,,,,,,,,runs_csnn/20260502T070527Z_358915b06a96
20260502T080803Z_4ba4d8c7497f,2026-05-02T08:08:03Z,2026-05-02T08:25:34Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,0,0,1,1,2500,,,0.0,0.0,605,16384,,,,,counts_zscore+Linear,0.187,runs_csnn/20260502T080803Z_4ba4d8c7497f
20260502T095644Z_221089919b62,2026-05-02T09:56:44Z,2026-05-02T11:11:07Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,0,1,0,1,1,2500,,,91.679,91.679,0,16384,,,,,counts_zscore+Linear,0.05,runs_csnn/20260502T095644Z_221089919b62
20260502T114114Z_f6da460ee7c2,2026-05-02T11:41:14Z,2026-05-02T11:52:11Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,1,0,1,1,2500,,,,,,,,,,,,,runs_csnn/20260502T114114Z_f6da460ee7c2
20260502T133156Z_9c06d933fe14,2026-05-02T13:31:56Z,2026-05-02T13:42:44Z,failed,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,1,0,1,1,2500,,,,,,,,,,,,,runs_csnn/20260502T133156Z_9c06d933fe14
20260502T181648Z_fdebdc16466c,2026-05-02T18:16:48Z,2026-05-02T19:29:11Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,0,1,0,1,1,2500,,,43332.1936,43332.1936,686,16384,,,,,counts_zscore+Linear,0.1875,runs_csnn/20260502T181648Z_fdebdc16466c
20260502T192916Z_90b46951f097,2026-05-02T19:29:16Z,2026-05-02T20:50:15Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,1,0,1,1,2500,,,43341.3494,43341.3494,686,16384,,,,,counts_zscore+Linear,0.185,runs_csnn/20260502T192916Z_90b46951f097
20260502T200107Z_9c06d933fe14,2026-05-02T20:01:07Z,2026-05-02T21:21:48Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,1,0,1,1,2500,,,43345.9618,43345.9618,686,16384,,,,,counts_zscore+Linear,0.186,runs_csnn/20260502T200107Z_9c06d933fe14
20260503T055709Z_624ca258d83e,2026-05-03T05:57:09Z,2026-05-03T06:28:44Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,2000,100,poisson,0.006,True,1.0,32,64,,1,1,1,1,1,1000,,,26680.45,26680.45,637,16384,,,,,counts_zscore+Linear,0.163,runs_csnn/20260503T055709Z_624ca258d83e
20260503T064315Z_4ea08004de82,2026-05-03T06:43:15Z,2026-05-03T07:50:41Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.006,True,1.0,32,64,,1,1,1,1,1,2500,,,24622.96,24622.96,643,16384,,,,,counts_zscore+Linear,0.1645,runs_csnn/20260503T064315Z_4ea08004de82
20260503T100934Z_419c50aec6da,2026-05-03T10:09:34Z,2026-05-03T10:24:57Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.006,True,1.0,32,64,,1,1,1,1,1,2500,,,0.0,0.0,602,16384,,,,,counts_zscore+Linear,0.1845,runs_csnn/20260503T100934Z_419c50aec6da
20260503T115413Z_e03ac87c4aa8,2026-05-03T11:54:13Z,2026-05-03T13:02:06Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.0035,True,1.0,32,64,,1,1,0,1,1,2500,,,24519.1628,24519.1628,633,16384,,,,,counts_zscore+Linear,0.1715,runs_csnn/20260503T115413Z_e03ac87c4aa8
20260503T183811Z_9fa5cca253da,2026-05-03T18:38:11Z,2026-05-03T19:30:28Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.006,True,1.0,32,64,,1,0,0,1,1,2500,,,36650.6492,36650.6492,633,16384,,,,,counts_zscore+Linear,0.1925,runs_csnn/20260503T183811Z_9fa5cca253da
20260504T093642Z_87f145128c47,2026-05-04T09:36:42Z,2026-05-04T09:37:27Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,500,10,poisson,0.007,True,1.0,32,64,,1,0,0,1,1,10,,,2737.88,2737.88,30,16384,,,,,counts_zscore+Linear,0.0,runs_csnn/20260504T093642Z_87f145128c47
20260504T093816Z_c7b09ead45d5,2026-05-04T09:38:16Z,2026-05-04T10:31:54Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.007,True,1.0,32,64,,1,0,0,1,1,2500,,,40788.5304,40788.5304,636,16384,,,,,counts_zscore+Linear,0.1945,runs_csnn/20260504T093816Z_c7b09ead45d5
20260504T103159Z_495506eec83e,2026-05-04T10:31:59Z,2026-05-04T11:25:25Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,0,0,1,1,2500,,,44627.052,44627.052,641,16384,,,,,counts_zscore+Linear,0.195,runs_csnn/20260504T103159Z_495506eec83e
20260504T112530Z_f9f7224d9ee7,2026-05-04T11:25:30Z,2026-05-04T12:19:17Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.009,True,1.0,32,64,,1,0,0,1,1,2500,,,48248.595,48248.595,641,16384,,,,,counts_zscore+Linear,0.192,runs_csnn/20260504T112530Z_f9f7224d9ee7
20260504T121922Z_5b7f226bbcd5,2026-05-04T12:19:22Z,2026-05-04T13:12:52Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.01,True,1.0,32,64,,1,0,0,1,1,2500,,,51630.691,51630.691,645,16384,,,,,counts_zscore+Linear,0.193,runs_csnn/20260504T121922Z_5b7f226bbcd5
20260504T135703Z_5ce9ecdc0cf4,2026-05-04T13:57:03Z,2026-05-04T14:50:36Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,64,128,,1,0,0,1,1,2500,,,89273.6182,89273.6182,641,32768,,,,,counts_zscore+Linear,0.1885,runs_csnn/20260504T135703Z_5ce9ecdc0cf4
20260504T163333Z_ba20815e8b06,2026-05-04T16:33:33Z,2026-05-04T17:26:03Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,64,128,,1,0,0,1,1,5000,,,89274.1196,89274.1196,642,32768,,,,,counts_zscore+Linear,0.1895,runs_csnn/20260504T163333Z_ba20815e8b06
20260504T194855Z_44be2767daf4,2026-05-04T19:48:55Z,2026-05-04T19:49:32Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,100,20,poisson,0.008,True,1.0,32,64,128,1,0,0,1,1,40,40,,13966.08,13966.08,67,8192,,,,,counts_zscore+Linear,0.1,runs_csnn/20260504T194855Z_44be2767daf4
20260504T194946Z_6c1b8c28e5c9,2026-05-04T19:49:46Z,2026-05-04T21:02:36Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,128,1,0,0,1,1,2000,2000,,58709.6832,58709.6832,164,8192,,,,,counts_zscore+Linear,0.173,runs_csnn/20260504T194946Z_6c1b8c28e5c9
20260505T041502Z_846e7f33ee14,2026-05-05T04:15:02Z,2026-05-05T04:35:15Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,1200,100,poisson,0.008,1,,32,64,128,1,0,0,1,1,300,300,,61226.666666666664,61226.666666666664,145,8192,0,19,7.25,0.7502674909435343,,,runs_csnn/20260505T041502Z_846e7f33ee14
20260505T080432Z_a8d1d58c82b5,2026-05-05T08:04:32Z,2026-05-05T08:25:07Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,1200,100,poisson,0.008,1,,32,64,128,1,0,1,1,1,300,300,,30047.253333333334,30047.253333333334,147,8192,0,17,7.35,0.7566326339481622,,,runs_csnn/20260505T080432Z_a8d1d58c82b5
20260505T101258Z_c4c431028516,2026-05-05T10:12:58Z,2026-05-05T10:29:51Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,800,100,poisson,0.008,1,,32,64,128,1,0,1,1,1,200,200,1,7259.04,7259.04,16,8192,0,6,0.9411764705882353,1.9445436482630054,,,runs_csnn/20260505T101258Z_c4c431028516
20260505T112546Z_f51c4ceb5f03,2026-05-05T11:25:46Z,2026-05-05T11:44:11Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,1200,100,poisson,0.008,1,,32,64,128,1,0,1,1,1,300,300,,38349.973333333335,38349.973333333335,151,8192,1,17,7.55,0.6219174233953734,,,runs_csnn/20260505T112546Z_f51c4ceb5f03
